Treatment,Plot Number,Quadrat Number,Fenced,Gap,Life Form,Species Name,0,3,6
Control,4,30,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Control,4,30,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Control,4,30,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Control,4,30,False,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Control,4,30,False,False,Small Non-tufted grass/sedge,Aira spp.,0,15,0
Control,4,30,False,False,Small Tufted grass/sedge,Briza minor,0,0,0
Control,4,30,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,3
Control,4,30,False,False,Small Tufted grass/sedge,Rytidosperma spp.,25,0,0
Control,4,31,False,False,Climber,Glycine clandestina,0,0,0
Control,4,31,False,False,Large Forb/Herb,Conyza sumatrensis,0,3,0
Control,4,31,False,False,Large Forb/Herb,Lomandra longifolia,35,35,55
Control,4,31,False,False,Large Forb/Herb,Senecio spp,0,0,0
Control,4,31,False,False,Large Forb/Herb,Sonchus spp,0,0,0
Control,4,31,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Control,4,31,False,False,Large Tufted grass/sedge,Austrostipa spp,0,0,0
Control,4,31,False,False,Large Tufted grass/sedge,Juncus spp,0,0,0
Control,4,31,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Control,4,31,False,False,Medium Forb/Herb,Euchiton spp,0,0,0
Control,4,31,False,False,Medium Forb/Herb,Gamochaeta sp,0,0,0
Control,4,31,False,False,Medium Forb/Herb,Hypericum gramineum,0,0,0
Control,4,31,False,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Control,4,31,False,False,Medium Forb/Herb,Lagenophora spp,0,0,0
Control,4,31,False,False,Medium Forb/Herb,Oxalis (native),0,0,0
Control,4,31,False,False,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Control,4,31,False,False,Medium Forb/Herb,Poranthera microphylla,0,0,0
Control,4,31,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,3,3,0
Control,4,31,False,False,Medium Tufted grass/sedge,Imperata cylindrica,0,0,0
Control,4,31,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Control,4,31,False,False,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Control,4,31,False,False,Prostrate or Mat-forming Forb/Herb,Desmodium gunnii,0,0,0
Control,4,31,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,3,0
Control,4,31,False,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Control,4,31,False,False,Prostrate or Mat-forming Forb/Herb,Oxalis sp (weed),0,0,0
Control,4,31,False,False,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Control,4,31,False,False,Small Tufted grass/sedge,Rytidosperma spp.,0,0,0
Control,4,32,False,False,Climber,Glycine clandestina,0,0,0
Control,4,32,False,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Control,4,32,False,False,Large Forb/Herb,Lomandra longifolia,45,0,0
Control,4,32,False,False,Large Forb/Herb,Senecio spp,0,0,0
Control,4,32,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Control,4,32,False,False,Medium Forb/Herb,Centaurium erythraea,0,0,0
Control,4,32,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Control,4,32,False,False,Medium Forb/Herb,Euchiton spp,0,0,0
Control,4,32,False,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Control,4,32,False,False,Medium Forb/Herb,Lagenophora spp,0,0,0
Control,4,32,False,False,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Control,4,32,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,3
Control,4,32,False,False,Medium Tufted grass/sedge,Imperata cylindrica,0,0,0
Control,4,32,False,False,Medium Tufted grass/sedge,Poa spp,3,0,0
Control,4,32,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Control,4,32,False,False,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Control,4,32,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Control,4,32,False,False,Small Tufted grass/sedge,Rytidosperma spp.,0,0,0
Control,6,1,False,False,Climber,Glycine clandestina,0,0,0
Control,6,1,False,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Control,6,1,False,False,Large Forb/Herb,Lomandra longifolia,45,25,35
Control,6,1,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Control,6,1,False,False,Medium Forb/Herb,Centaurium erythraea,0,0,0
Control,6,1,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Control,6,1,False,False,Medium Forb/Herb,Geranium spp,0,0,0
Control,6,1,False,False,Medium Forb/Herb,Hypericum gramineum,0,0,0
Control,6,1,False,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Control,6,1,False,False,Medium Forb/Herb,Lagenophora spp,0,0,0
Control,6,1,False,False,Medium Forb/Herb,Oxalis (native),0,0,0
Control,6,1,False,False,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Control,6,1,False,False,Medium Non-tufted grass/sedge,Entolasia marginata,0,0,3
Control,6,1,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,25,7,0
Control,6,1,False,False,Medium Tufted grass/sedge,Imperata cylindrica,0,0,0
Control,6,1,False,False,Non-tufted Ground Fern,Pteridium esculentum,0,0,3
Control,6,1,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Control,6,1,False,False,Prostrate or Mat-forming Forb/Herb,Desmodium gunnii,0,0,0
Control,6,1,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,35,0,0
Control,6,1,False,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Control,6,1,False,False,Prostrate or Mat-forming Forb/Herb,Oxalis sp (weed),0,0,0
Control,6,1,False,False,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Control,6,1,False,False,Small Tufted grass/sedge,Carex spp,0,0,0
Control,6,1,False,False,Small Tufted grass/sedge,Luzula meridionalis,0,0,0
Control,6,1,False,False,Small Tufted grass/sedge,Rytidosperma spp.,3,7,3
Control,6,1,False,False,Tufted Ground Fern,Cheilanthes austrotenuifolia,0,0,0
Control,6,2,False,False,Climber,Glycine clandestina,0,0,0
Control,6,2,False,False,Large Forb/Herb,Dipodium spp,0,0,0
Control,6,2,False,False,Large Forb/Herb,Lomandra longifolia,25,25,45
Control,6,2,False,False,Large Forb/Herb,Sonchus spp,0,0,0
Control,6,2,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Control,6,2,False,False,Medium Forb/Herb,Centaurium erythraea,0,0,0
Control,6,2,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Control,6,2,False,False,Medium Forb/Herb,Euchiton spp,0,0,0
Control,6,2,False,False,Medium Forb/Herb,Hypericum gramineum,0,0,0
Control,6,2,False,False,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Control,6,2,False,False,Medium Forb/Herb,Hypochaeris spp,3,3,0
Control,6,2,False,False,Medium Forb/Herb,Lagenophora spp,0,0,0
Control,6,2,False,False,Medium Forb/Herb,Poranthera microphylla,0,0,0
Control,6,2,False,False,Medium Forb/Herb,Stellaria spp.,0,0,3
Control,6,2,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,15,15,0
Control,6,2,False,False,Medium Tufted grass/sedge,Imperata cylindrica,0,0,0
Control,6,2,False,False,Medium Tufted grass/sedge,Poa spp,0,0,0
Control,6,2,False,False,Non-tufted Ground Fern,Pteridium esculentum,0,3,3
Control,6,2,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,3
Control,6,2,False,False,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Control,6,2,False,False,Prostrate or Mat-forming Forb/Herb,Desmodium gunnii,0,0,0
Control,6,2,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,15,3,0
Control,6,2,False,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Control,6,2,False,False,Small Forb/Herb,Corybas sp.,0,0,0
Control,6,2,False,False,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Control,6,2,False,False,Small Tufted grass/sedge,Briza minor,0,0,0
Control,6,2,False,False,Small Tufted grass/sedge,Carex breviculmis,0,0,0
Control,6,2,False,False,Small Tufted grass/sedge,Carex spp,0,0,0
Control,6,2,False,False,Small Tufted grass/sedge,Luzula meridionalis,0,0,0
Control,6,2,False,False,Small Tufted grass/sedge,Rytidosperma spp.,3,0,3
Control,6,2,False,False,Tufted Ground Fern,Cheilanthes austrotenuifolia,0,0,0
Control,6,3,False,False,Climber,Glycine clandestina,3,0,0
Control,6,3,False,False,Large Forb/Herb,Lomandra longifolia,75,65,75
Control,6,3,False,False,Large Forb/Herb,Senecio spp,0,0,0
Control,6,3,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Control,6,3,False,False,Large Tufted grass/sedge,Juncus spp,0,0,0
Control,6,3,False,False,Medium Forb/Herb,Centaurium erythraea,0,0,0
Control,6,3,False,False,Medium Forb/Herb,Cerastium glomeratum,0,0,0
Control,6,3,False,False,Medium Forb/Herb,Cotula australis,0,0,3
Control,6,3,False,False,Medium Forb/Herb,Geranium spp,0,0,0
Control,6,3,False,False,Medium Forb/Herb,Hypericum gramineum,0,0,0
Control,6,3,False,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Control,6,3,False,False,Medium Forb/Herb,Lagenophora spp,0,0,0
Control,6,3,False,False,Medium Forb/Herb,Lomandra filiformis,0,0,0
Control,6,3,False,False,Medium Forb/Herb,Oxalis (native),0,0,0
Control,6,3,False,False,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Control,6,3,False,False,Medium Non-tufted grass/sedge,Entolasia marginata,0,0,0
Control,6,3,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,15,7,3
Control,6,3,False,False,Medium Tufted grass/sedge,Imperata cylindrica,0,0,0
Control,6,3,False,False,Medium Tufted grass/sedge,Poa spp,0,0,0
Control,6,3,False,False,Non-tufted Ground Fern,Pteridium esculentum,3,3,0
Control,6,3,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,25,3,0
Control,6,3,False,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,3,0
Control,6,3,False,False,Small Forb/Herb,Corybas sp.,0,0,0
Control,6,3,False,False,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Control,6,3,False,False,Small Tufted grass/sedge,Carex spp,0,0,0
Control,6,3,False,False,Small Tufted grass/sedge,Rytidosperma spp.,0,0,0
Control,6,4,False,False,Climber,Glycine clandestina,0,0,0
Control,6,4,False,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Control,6,4,False,False,Large Forb/Herb,Lomandra longifolia,75,65,75
Control,6,4,False,False,Large Forb/Herb,Wahlenbergia spp,0,7,0
Control,6,4,False,False,Medium Forb/Herb,Centaurium erythraea,0,0,3
Control,6,4,False,False,Medium Forb/Herb,Cerastium glomeratum,0,0,0
Control,6,4,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Control,6,4,False,False,Medium Forb/Herb,Daucus glochidiatus,0,0,0
Control,6,4,False,False,Medium Forb/Herb,Hypochaeris radicata,0,0,3
Control,6,4,False,False,Medium Forb/Herb,Hypochaeris spp,0,3,0
Control,6,4,False,False,Medium Forb/Herb,Lagenophora spp,0,0,0
Control,6,4,False,False,Medium Forb/Herb,Pterostylis pedunculata,0,0,0
Control,6,4,False,False,Medium Non-tufted grass/sedge,Entolasia marginata,0,0,0
Control,6,4,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,15,3,0
Control,6,4,False,False,Medium Tufted grass/sedge,Imperata cylindrica,0,3,0
Control,6,4,False,False,Medium Tufted grass/sedge,Poa labillardieri,0,0,0
Control,6,4,False,False,Medium Tufted grass/sedge,Poa spp,15,3,0
Control,6,4,False,False,Non-tufted Ground Fern,Pteridium esculentum,7,7,3
Control,6,4,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Control,6,4,False,False,Prostrate or Mat-forming Forb/Herb,Desmodium gunnii,0,0,0
Control,6,4,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,15,7,0
Control,6,4,False,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,3,0
Control,6,4,False,False,Small Forb/Herb,Corybas sp.,0,0,0
Control,6,4,False,False,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Control,6,4,False,False,Small Tufted grass/sedge,Carex spp,0,0,0
Control,6,4,False,False,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,0
Control,6,4,False,False,Small Tufted grass/sedge,Rytidosperma spp.,0,0,0
Control,6,5,False,False,Climber,Glycine clandestina,0,0,0
Control,6,5,False,False,Large Forb/Herb,Lomandra longifolia,25,15,35
Control,6,5,False,False,Large Forb/Herb,Senecio spp,0,0,0
Control,6,5,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Control,6,5,False,False,Large Tufted grass/sedge,Austrostipa spp,3,0,0
Control,6,5,False,False,Medium Forb/Herb,Centaurium erythraea,0,0,0
Control,6,5,False,False,Medium Forb/Herb,Euchiton spp,3,3,0
Control,6,5,False,False,Medium Forb/Herb,Geranium sp.,0,0,0
Control,6,5,False,False,Medium Forb/Herb,Geranium spp,0,3,0
Control,6,5,False,False,Medium Forb/Herb,Hypericum gramineum,0,0,0
Control,6,5,False,False,Medium Forb/Herb,Hypochaeris glabra,0,0,0
Control,6,5,False,False,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Control,6,5,False,False,Medium Forb/Herb,Hypochaeris spp,0,3,0
Control,6,5,False,False,Medium Forb/Herb,Lagenophora spp,0,3,0
Control,6,5,False,False,Medium Forb/Herb,Lomandra filiformis,0,0,0
Control,6,5,False,False,Medium Forb/Herb,Poranthera microphylla,0,0,0
Control,6,5,False,False,Medium Forb/Herb,Stellaria media,0,0,0
Control,6,5,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,25,7,0
Control,6,5,False,False,Medium Tufted grass/sedge,Imperata cylindrica,7,0,0
Control,6,5,False,False,Medium Tufted grass/sedge,Poa labillardieri,0,0,0
Control,6,5,False,False,Medium Tufted grass/sedge,Poa spp,3,0,0
Control,6,5,False,False,Non-tufted Ground Fern,Pteridium esculentum,7,7,25
Control,6,5,False,False,Prostrate Shrub,Bossiaea prostrata,0,0,0
Control,6,5,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Control,6,5,False,False,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Control,6,5,False,False,Prostrate or Mat-forming Forb/Herb,Desmodium gunnii,0,0,0
Control,6,5,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,3,0
Control,6,5,False,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,3,0
Control,6,5,False,False,Small Forb/Herb,Corybas sp.,0,3,0
Control,6,5,False,False,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Control,6,5,False,False,Small Tufted grass/sedge,Carex spp,0,0,0
Control,6,5,False,False,Small Tufted grass/sedge,Luzula meridionalis,0,0,0
Control,6,5,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,3
Control,6,5,False,False,Small Tufted grass/sedge,Rytidosperma spp.,7,0,0
Control,6,6,False,False,Climber,Glycine clandestina,0,0,0
Control,6,6,False,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Control,6,6,False,False,Large Forb/Herb,Lomandra longifolia,25,25,35
Control,6,6,False,False,Large Forb/Herb,Senecio pinnatifolius,0,0,0
Control,6,6,False,False,Large Forb/Herb,Senecio spp,0,0,0
Control,6,6,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Control,6,6,False,False,Medium Forb/Herb,Centaurium erythraea,0,0,0
Control,6,6,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Control,6,6,False,False,Medium Forb/Herb,Euchiton spp,3,0,0
Control,6,6,False,False,Medium Forb/Herb,Geranium spp,0,3,0
Control,6,6,False,False,Medium Forb/Herb,Hypericum gramineum,3,3,0
Control,6,6,False,False,Medium Forb/Herb,Hypochaeris spp,0,3,0
Control,6,6,False,False,Medium Forb/Herb,Lagenophora spp,0,3,0
Control,6,6,False,False,Medium Forb/Herb,Lomandra filiformis,3,0,0
Control,6,6,False,False,Medium Forb/Herb,Lomandra glauca,0,3,0
Control,6,6,False,False,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Control,6,6,False,False,Medium Forb/Herb,Poranthera microphylla,0,0,0
Control,6,6,False,False,Medium Forb/Herb,Pterostylis spp,0,3,0
Control,6,6,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,35,3,3
Control,6,6,False,False,Medium Tufted grass/sedge,Imperata cylindrica,0,0,0
Control,6,6,False,False,Medium Tufted grass/sedge,Poa spp,3,3,0
Control,6,6,False,False,Non-tufted Ground Fern,Pteridium esculentum,3,0,0
Control,6,6,False,False,Prostrate Shrub,Bossiaea prostrata,0,0,0
Control,6,6,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,3
Control,6,6,False,False,Prostrate or Mat-forming Forb/Herb,Desmodium gunnii,0,0,0
Control,6,6,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,3,0
Control,6,6,False,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,3,0
Control,6,6,False,False,Small Non-tufted grass/sedge,Aira spp.,3,0,3
Control,6,6,False,False,Small Tufted grass/sedge,Briza minor,0,0,0
Control,6,6,False,False,Small Tufted grass/sedge,Carex spp,0,3,0
Control,6,6,False,False,Small Tufted grass/sedge,Luzula meridionalis,0,0,0
Control,6,6,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Control,6,6,False,False,Small Tufted grass/sedge,Rytidosperma spp.,15,0,0
Control,6,6,False,False,Small Tufted grass/sedge,Vulpia sp.,0,0,0
Control,6,7,False,False,Large Forb/Herb,Dipodium spp,0,0,0
Control,6,7,False,False,Large Forb/Herb,Lomandra longifolia,15,3,15
Control,6,7,False,False,Large Forb/Herb,Senecio pinnatifolius,0,0,0
Control,6,7,False,False,Large Tufted grass/sedge,Austrostipa spp,0,0,0
Control,6,7,False,False,Large Tufted grass/sedge,Gahnia radula,0,0,0
Control,6,7,False,False,Medium Forb/Herb,Centaurium erythraea,0,0,0
Control,6,7,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Control,6,7,False,False,Medium Forb/Herb,Euchiton involucratis,0,0,0
Control,6,7,False,False,Medium Forb/Herb,Euchiton spp,0,0,0
Control,6,7,False,False,Medium Forb/Herb,Geranium spp,0,0,0
Control,6,7,False,False,Medium Forb/Herb,Hydrocotyle foveolata,0,0,0
Control,6,7,False,False,Medium Forb/Herb,Hypericum gramineum,0,0,0
Control,6,7,False,False,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Control,6,7,False,False,Medium Forb/Herb,Hypochaeris spp,0,3,0
Control,6,7,False,False,Medium Forb/Herb,Lomandra filiformis,0,0,0
Control,6,7,False,False,Medium Forb/Herb,Lomandra glauca,0,0,0
Control,6,7,False,False,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Control,6,7,False,False,Medium Forb/Herb,Scuttelaria sp,0,0,3
Control,6,7,False,False,Medium Forb/Herb,Stellaria spp.,0,0,0
Control,6,7,False,False,Medium Forb/Herb,Veronica spp,0,0,0
Control,6,7,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,3,0
Control,6,7,False,False,Medium Tufted grass/sedge,Austrostipa scabra,0,0,0
Control,6,7,False,False,Medium Tufted grass/sedge,Imperata cylindrica,3,0,0
Control,6,7,False,False,Medium Tufted grass/sedge,Poa labillardieri,0,0,0
Control,6,7,False,False,Medium Tufted grass/sedge,Poa spp,0,0,0
Control,6,7,False,False,Non-tufted Ground Fern,Pteridium esculentum,3,3,3
Control,6,7,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Control,6,7,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Control,6,7,False,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,3,0
Control,6,7,False,False,Prostrate or Mat-forming Forb/Herb,Oxalis sp (weed),0,0,0
Control,6,7,False,False,Small Forb/Herb,Corybas sp.,0,0,0
Control,6,7,False,False,Small Non-tufted grass/sedge,Aira spp.,0,3,0
Control,6,7,False,False,Small Tufted grass/sedge,Briza minor,0,0,0
Control,6,7,False,False,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,0
Control,6,7,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Control,6,7,False,False,Small Tufted grass/sedge,Rytidosperma spp.,3,3,0
Control,6,7,False,False,Tufted Ground Fern,Cheilanthes austrotenuifolia,0,0,0
Control,6,8,False,False,Climber,Glycine clandestina,0,0,0
Control,6,8,False,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Control,6,8,False,False,Large Forb/Herb,Lomandra longifolia,35,25,45
Control,6,8,False,False,Large Forb/Herb,Senecio pinnatifolius,0,0,0
Control,6,8,False,False,Large Forb/Herb,Senecio spp,0,0,0
Control,6,8,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Control,6,8,False,False,Large Tufted grass/sedge,Juncus spp,7,0,0
Control,6,8,False,False,Medium Forb/Herb,Bulbine bulbosa,0,0,0
Control,6,8,False,False,Medium Forb/Herb,Centaurium erythraea,0,0,0
Control,6,8,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Control,6,8,False,False,Medium Forb/Herb,Daucus glochidiatus,0,0,0
Control,6,8,False,False,Medium Forb/Herb,Diuris sulphurea,0,0,0
Control,6,8,False,False,Medium Forb/Herb,Euchiton involucratis,0,0,0
Control,6,8,False,False,Medium Forb/Herb,Euchiton spp,3,0,0
Control,6,8,False,False,Medium Forb/Herb,Gamochaeta purpurea,0,0,0
Control,6,8,False,False,Medium Forb/Herb,Geranium sp.,0,0,0
Control,6,8,False,False,Medium Forb/Herb,Geranium spp,0,0,0
Control,6,8,False,False,Medium Forb/Herb,Hypericum gramineum,0,3,0
Control,6,8,False,False,Medium Forb/Herb,Hypochaeris glabra,0,0,0
Control,6,8,False,False,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Control,6,8,False,False,Medium Forb/Herb,Hypochaeris spp,0,3,0
Control,6,8,False,False,Medium Forb/Herb,Lagenophora spp,3,7,0
