Plot_treatment,Plot_number,Quadrat_number,Year_monitoring,Scientific Name,Score
Control,11,8,0,Rytidosperma nivicolum,[3.0]
Control,11,8,0,Veronica plebeia,[0.5]
Control,11,8,0,Wahlenbergia gracilis,[0.5]
Control,11,8,3,Aira spp.,[1.0]
Control,11,8,3,Briza minor,[0.5]
Control,11,8,3,Cerastium glomeratum s.l.,[0.5]
Control,11,8,3,Dichondra repens,[2.0]
Control,11,8,3,Dipodium punctatum s.l.,[0.5]
Control,11,8,3,Einadia nutans subsp. nutans,[0.5]
Control,11,8,3,Lomandra longifolia,[0.5]
Control,11,8,3,Microlaena stipoides var. stipoides,[0.5]
Control,11,8,3,Oxalis hirta,[0.5]
Control,11,8,3,Poranthera microphylla s.l.,[0.5]
Control,11,8,3,Rytidosperma nivicolum,[1.0]
Control,11,8,3,Senecio quadridentatus,[0.5]
Control,11,8,6,Acianthus pusillus,[0.5]
Control,11,8,6,Aira spp.,[0.5]
Control,11,8,6,Briza minor,[0.5]
Control,11,8,6,Cotula australis,[0.5]
Control,11,8,6,Crassula sieberiana s.l.,[1.0]
Control,11,8,6,Euchiton involucratus s.l.,[0.5]
Control,11,8,6,Hydrocotyle laxiflora,[0.5]
Control,11,8,6,Hypochoeris radicata,[0.5]
Control,11,8,6,Lagenophora gracilis,[0.5]
Control,11,8,6,Lomandra longifolia,[0.5]
Control,11,8,6,Microlaena stipoides var. stipoides,[0.5]
Control,11,8,6,Oxalis hirta,[0.5]
Control,11,8,6,Rytidosperma nivicolum,"[0.5, 0.5]"
Control,11,8,6,Stellaria flaccida,[0.5]
Control,11,9,0,Austrostipa rudis,[0.5]
Control,11,9,0,Conyza sumatrensis,[0.5]
Control,11,9,0,Corybas incurvus,[0.5]
Control,11,9,0,Dichondra repens,[1.0]
Control,11,9,0,Euchiton involucratus s.l.,[1.0]
Control,11,9,0,Hydrocotyle laxiflora,[0.5]
Control,11,9,0,Hypericum gramineum,[0.5]
Control,11,9,0,Hypochoeris radicata,[0.5]
Control,11,9,0,Juncus australis,[0.5]
Control,11,9,0,Lagenophora gracilis,[0.5]
Control,11,9,0,Lomandra longifolia,[3.0]
Control,11,9,0,Microlaena stipoides var. stipoides,[1.0]
Control,11,9,0,Poa sieberiana,[1.0]
Control,11,9,0,Pterostylis nutans,[0.5]
Control,11,9,0,Rytidosperma nivicolum,[3.0]
Control,11,9,0,Senecio quadridentatus,[0.5]
Control,11,9,0,Wahlenbergia gracilis,[0.5]
Control,11,9,3,Briza minor,[0.5]
Control,11,9,3,Centaurium erythraea,[0.5]
Control,11,9,3,Cerastium glomeratum s.l.,[0.5]
Control,11,9,3,Dichondra repens,[3.0]
Control,11,9,3,Hydrocotyle laxiflora,[0.5]
Control,11,9,3,Hypericum gramineum,[0.5]
Control,11,9,3,Juncus pallidus,[0.5]
Control,11,9,3,Lomandra longifolia,[4.0]
Control,11,9,3,Microlaena stipoides var. stipoides,[0.5]
Control,11,9,3,Oxalis hirta,[0.5]
Control,11,9,3,Poa sieberiana,[1.0]
Control,11,9,3,Ranunculus pumilio,[0.5]
Control,11,9,3,Rytidosperma nivicolum,[1.0]
Control,11,9,3,Senecio quadridentatus,[0.5]
Control,11,9,3,Sonchus oleraceus,[0.5]
Control,11,9,6,Arthropodium strictum s.l.,[0.5]
Control,11,9,6,Austrostipa scabra,[0.5]
Control,11,9,6,Briza minor,[0.5]
Control,11,9,6,Cotula australis,[0.5]
Control,11,9,6,Dichondra repens,[0.5]
Control,11,9,6,Hydrocotyle foveolata,[0.5]
Control,11,9,6,Hydrocotyle laxiflora,[0.5]
Control,11,9,6,Hypericum gramineum,[0.5]
Control,11,9,6,Juncus pallidus,[0.5]
Control,11,9,6,Lagenophora gracilis,[0.5]
Control,11,9,6,Lomandra filiformis,[0.5]
Control,11,9,6,Lomandra longifolia,[4.0]
Control,11,9,6,Microlaena stipoides var. stipoides,[0.5]
Control,11,9,6,Oxalis hirta,[0.5]
Control,11,9,6,Poa sieberiana,[1.0]
Control,11,9,6,Rytidosperma nivicolum,[1.0]
Control,11,9,6,Senecio quadridentatus,[0.5]
Control,11,10,0,Aira spp.,[0.5]
Control,11,10,0,Anagallis arvensis,[0.5]
Control,11,10,0,Austrostipa rudis,[4.0]
Control,11,10,0,Briza minor,[0.5]
Control,11,10,0,Centaurium erythraea,[0.5]
Control,11,10,0,Corybas incurvus,[0.5]
Control,11,10,0,Crassula sieberiana s.l.,[0.5]
Control,11,10,0,Diuris sulphurea,[0.5]
Control,11,10,0,Galium australe,[0.5]
Control,11,10,0,Hypochoeris radicata,[1.0]
Control,11,10,0,Microlaena stipoides var. stipoides,[2.0]
Control,11,10,0,Oxalis hirta,[0.5]
Control,11,10,0,Poranthera microphylla s.l.,[0.5]
Control,11,10,0,Rytidosperma nivicolum,[2.0]
Control,11,10,0,Sonchus oleraceus,[0.5]
Control,11,10,3,Aira spp.,[0.5]
Control,11,10,3,Austrostipa rudis,[2.0]
Control,11,10,3,Briza minor,[0.5]
Control,11,10,3,Centaurium erythraea,[0.5]
Control,11,10,3,Dichondra repens,[1.0]
Control,11,10,3,Hypericum gramineum,[0.5]
Control,11,10,3,Hypochoeris radicata,[0.5]
Control,11,10,3,Lagenophora gracilis,[0.5]
Control,11,10,3,Lomandra longifolia,[0.5]
Control,11,10,3,Medicago lupulina,[0.5]
Control,11,10,3,Microlaena stipoides var. stipoides,[1.0]
Control,11,10,3,Oxalis hirta,[0.5]
Control,11,10,3,Poranthera microphylla s.l.,[0.5]
Control,11,10,3,Rytidosperma nivicolum,[1.0]
Control,11,10,3,Senecio quadridentatus,[0.5]
Control,11,10,6,Anagallis arvensis,[0.5]
Control,11,10,6,Arthropodium strictum s.l.,[0.5]
Control,11,10,6,Asperula conferta,[0.5]
Control,11,10,6,Austrostipa scabra,[1.0]
Control,11,10,6,Briza minor,[0.5]
Control,11,10,6,Corybas incurvus,[0.5]
Control,11,10,6,Cotula australis,[0.5]
Control,11,10,6,Crassula sieberiana s.l.,[0.5]
Control,11,10,6,Lagenophora gracilis,[0.5]
Control,11,10,6,Microlaena stipoides var. stipoides,[1.0]
Control,11,10,6,Senecio quadridentatus,[0.5]
Control,11,10,6,Thelymitra pauciflora s.l.,[0.5]
Control,11,10,6,Vulpia bromoides,[0.5]
Control,11,11,0,Aira spp.,[0.5]
Control,11,11,0,Anagallis arvensis,[0.5]
Control,11,11,0,Arthropodium minus,[0.5]
Control,11,11,0,Briza minor,[1.0]
Control,11,11,0,Centaurium erythraea,[1.0]
Control,11,11,0,Corybas incurvus,[0.5]
Control,11,11,0,Dichondra repens,[1.0]
Control,11,11,0,Hypochoeris radicata,[1.0]
Control,11,11,0,Lagenophora gracilis,[0.5]
Control,11,11,0,Linaria pelisseriana,[0.5]
Control,11,11,0,Microlaena stipoides var. stipoides,[8.0]
Control,11,11,0,Oxalis hirta,[0.5]
Control,11,11,0,Poa sieberiana,[1.0]
Control,11,11,0,Poranthera microphylla s.l.,[0.5]
Control,11,11,0,Rytidosperma nivicolum,[4.0]
Control,11,11,0,Senecio quadridentatus,[0.5]
Control,11,11,0,Stellaria flaccida,[0.5]
Control,11,11,0,Trifolium pratense,[0.5]
Control,11,11,3,Aira spp.,[0.5]
Control,11,11,3,Austrostipa rudis,[0.5]
Control,11,11,3,Briza minor,[0.5]
Control,11,11,3,Centaurium erythraea,[1.0]
Control,11,11,3,Cerastium glomeratum s.l.,[0.5]
Control,11,11,3,Dichondra repens,[1.0]
Control,11,11,3,Hypericum gramineum,[0.5]
Control,11,11,3,Hypochoeris radicata,[1.0]
Control,11,11,3,Medicago lupulina,[0.5]
Control,11,11,3,Microlaena stipoides var. stipoides,[1.0]
Control,11,11,3,Oxalis hirta,[0.5]
Control,11,11,3,Poa sieberiana,[1.0]
Control,11,11,3,Poranthera microphylla s.l.,[0.5]
Control,11,11,3,Rytidosperma nivicolum,[0.5]
Control,11,11,3,Senecio quadridentatus,[0.5]
Control,11,11,3,Wahlenbergia gracilis,[0.5]
Control,11,11,6,Anagallis arvensis,[0.5]
Control,11,11,6,Arthropodium minus,[0.5]
Control,11,11,6,Asperula conferta,[0.5]
Control,11,11,6,Briza minor,[0.5]
Control,11,11,6,Carex breviculmis,"[0.5, 0.5]"
Control,11,11,6,Corybas incurvus,[0.5]
Control,11,11,6,Crassula sieberiana s.l.,[0.5]
Control,11,11,6,Dichondra repens,[0.5]
Control,11,11,6,Hydrocotyle laxiflora,[0.5]
Control,11,11,6,Hypericum gramineum,[0.5]
Control,11,11,6,Hypochoeris radicata,[0.5]
Control,11,11,6,Lagenophora gracilis,[0.5]
Control,11,11,6,Lomandra longifolia,[0.5]
Control,11,11,6,Microlaena stipoides var. stipoides,[1.0]
Control,11,11,6,Oxalis hirta,[0.5]
Control,11,11,6,Poa sieberiana,[0.5]
Control,11,11,6,Poranthera microphylla s.l.,[0.5]
Control,11,11,6,Rytidosperma nivicolum,[0.5]
Control,11,11,6,Senecio quadridentatus,[0.5]
Control,11,11,6,Vulpia bromoides,[0.5]
Control,11,11,6,Wahlenbergia gracilis,[0.5]
Control,11,12,0,Aira spp.,[0.5]
Control,11,12,0,Arthropodium minus,[0.5]
Control,11,12,0,Austrostipa rudis,[0.5]
Control,11,12,0,Briza minor,[0.5]
Control,11,12,0,Centaurium erythraea,[0.5]
Control,11,12,0,Conyza sumatrensis,[0.5]
Control,11,12,0,Dichondra repens,[4.0]
Control,11,12,0,Gahnia radula,[0.5]
Control,11,12,0,Geranium sp. 1,[0.5]
Control,11,12,0,Hydrocotyle laxiflora,[0.5]
Control,11,12,0,Hypericum gramineum,[0.5]
Control,11,12,0,Hypochoeris radicata,[1.0]
Control,11,12,0,Microlaena stipoides var. stipoides,[4.0]
Control,11,12,0,Oxalis hirta,[0.5]
Control,11,12,0,Poa sieberiana,[1.0]
Control,11,12,0,Pterostylis nutans,[0.5]
Control,11,12,0,Rytidosperma nivicolum,[5.0]
Control,11,12,3,Aira spp.,[0.5]
Control,11,12,3,Anagallis arvensis,[0.5]
Control,11,12,3,Briza minor,[0.5]
Control,11,12,3,Hypochoeris radicata,[1.0]
Control,11,12,3,Medicago lupulina,[0.5]
Control,11,12,3,Poranthera microphylla s.l.,[0.5]
Control,11,12,3,Rytidosperma nivicolum,[0.5]
Control,11,12,3,Senecio quadridentatus,[0.5]
Control,11,12,6,Arthropodium milleflorum s.l.,[0.5]
Control,11,12,6,Arthropodium strictum s.l.,[0.5]
Control,11,12,6,Austrostipa scabra,[0.5]
Control,11,12,6,Briza minor,[0.5]
Control,11,12,6,Crassula sieberiana s.l.,[0.5]
Control,11,12,6,Geranium sp. 1,[0.5]
Control,11,12,6,Hypericum gramineum,[0.5]
Control,11,12,6,Hypochoeris radicata,[0.5]
Control,11,12,6,Lagenophora gracilis,[0.5]
Control,11,12,6,Microlaena stipoides var. stipoides,[2.0]
Control,11,12,6,Oxalis perennans,[0.5]
Control,11,12,6,Poa sieberiana,[0.5]
Control,11,12,6,Rytidosperma nivicolum,[1.0]
Control,11,12,6,Senecio quadridentatus,[0.5]
Control,11,13,0,Aira spp.,[0.5]
Control,11,13,0,Briza minor,[0.5]
Control,11,13,0,Carex breviculmis,[0.5]
Control,11,13,0,Centaurium erythraea,[0.5]
Control,11,13,0,Dichondra repens,[3.0]
Control,11,13,0,Geranium sp. 1,[0.5]
Control,11,13,0,Hypochoeris radicata,[0.5]
Control,11,13,0,Lomandra longifolia,[4.0]
Control,11,13,0,Luzula meridionalis,[0.5]
Control,11,13,0,Microlaena stipoides var. stipoides,[2.0]
Control,11,13,0,Oxalis corniculata s.s.,[0.5]
Control,11,13,0,Pterostylis nutans,[0.5]
Control,11,13,0,Rytidosperma nivicolum,[4.0]
Control,11,13,3,Aira spp.,[0.5]
Control,11,13,3,Briza minor,[0.5]
Control,11,13,3,Centaurium erythraea,[0.5]
Control,11,13,3,Cerastium glomeratum s.l.,[0.5]
Control,11,13,3,Dichondra repens,[1.0]
Control,11,13,3,Geranium sp. 1,[0.5]
Control,11,13,3,Hypericum gramineum,[0.5]
Control,11,13,3,Hypochoeris radicata,[1.0]
Control,11,13,3,Lagenophora gracilis,[0.5]
Control,11,13,3,Lomandra longifolia,[4.0]
Control,11,13,3,Medicago lupulina,[0.5]
Control,11,13,3,Microlaena stipoides var. stipoides,[0.5]
Control,11,13,3,Oxalis hirta,[0.5]
Control,11,13,3,Rytidosperma nivicolum,[0.5]
Control,11,13,3,Senecio quadridentatus,[0.5]
Control,11,13,6,Arthropodium strictum s.l.,[0.5]
Control,11,13,6,Briza minor,[0.5]
Control,11,13,6,Carex breviculmis,[0.5]
Control,11,13,6,Crassula sieberiana s.l.,[0.5]
Control,11,13,6,Einadia nutans subsp. nutans,[0.5]
Control,11,13,6,Euchiton involucratus s.l.,[0.5]
Control,11,13,6,Geranium sp. 1,[0.5]
Control,11,13,6,Hydrocotyle foveolata,[0.5]
Control,11,13,6,Hydrocotyle laxiflora,[0.5]
Control,11,13,6,Hypericum gramineum,[0.5]
Control,11,13,6,Lagenophora gracilis,[0.5]
Control,11,13,6,Lomandra filiformis,[0.5]
Control,11,13,6,Lomandra longifolia,[5.0]
Control,11,13,6,Microlaena stipoides var. stipoides,[0.5]
Control,11,13,6,Microtis unifolia,[0.5]
Control,11,13,6,Oxalis corniculata s.s.,[0.5]
Control,11,13,6,Oxalis hirta,[0.5]
Control,11,13,6,Rytidosperma nivicolum,[0.5]
Control,11,13,6,Stellaria flaccida,[0.5]
Control,11,13,6,Tricoryne elatior,[0.5]
Control,11,13,6,Vulpia bromoides,[0.5]
Control,11,13,6,Wahlenbergia gracilis,[0.5]
Control,11,14,0,Aira spp.,[0.5]
Control,11,14,0,Anagallis arvensis,[0.5]
Control,11,14,0,Arthropodium minus,[0.5]
Control,11,14,0,Briza minor,[0.5]
Control,11,14,0,Centaurium erythraea,[0.5]
Control,11,14,0,Cotula australis,[0.5]
Control,11,14,0,Crassula sieberiana s.l.,[0.5]
Control,11,14,0,Dichondra repens,[1.0]
Control,11,14,0,Dipodium punctatum s.l.,[0.5]
Control,11,14,0,Geranium sp. 1,[0.5]
Control,11,14,0,Hydrocotyle laxiflora,[0.5]
Control,11,14,0,Hypericum gramineum,[0.5]
Control,11,14,0,Hypochoeris radicata,[0.5]
Control,11,14,0,Lagenophora gracilis,[0.5]
Control,11,14,0,Lomandra longifolia,[3.0]
Control,11,14,0,Poranthera microphylla s.l.,[0.5]
Control,11,14,0,Pterostylis nutans,[0.5]
Control,11,14,0,Sonchus oleraceus,[0.5]
Control,11,14,3,Aira spp.,[1.0]
Control,11,14,3,Briza minor,[0.5]
Control,11,14,3,Centaurium erythraea,[0.5]
Control,11,14,3,Dichondra repens,[1.0]
Control,11,14,3,Euchiton involucratus s.l.,[0.5]
Control,11,14,3,Geranium sp. 1,[0.5]
Control,11,14,3,Hypericum gramineum,[0.5]
Control,11,14,3,Hypochoeris radicata,[1.0]
Control,11,14,3,Lagenophora gracilis,[0.5]
Control,11,14,3,Lomandra longifolia,[3.0]
Control,11,14,3,Microlaena stipoides var. stipoides,[0.5]
Control,11,14,3,Poa sieberiana,[0.5]
Control,11,14,3,Poranthera microphylla s.l.,[0.5]
Control,11,14,3,Rytidosperma nivicolum,[1.0]
Control,11,14,3,Senecio quadridentatus,[0.5]
Control,11,14,6,Arthropodium strictum s.l.,[0.5]
Control,11,14,6,Briza minor,[0.5]
Control,11,14,6,Dichondra repens,[0.5]
Control,11,14,6,Geranium sp. 1,[0.5]
Control,11,14,6,Hydrocotyle laxiflora,[0.5]
Control,11,14,6,Hypericum gramineum,[0.5]
Control,11,14,6,Hypochoeris radicata,[0.5]
Control,11,14,6,Lagenophora gracilis,[0.5]
Control,11,14,6,Lomandra longifolia,[4.0]
Control,11,14,6,Microlaena stipoides var. stipoides,[0.5]
Control,11,14,6,Poa sieberiana,[0.5]
Control,11,14,6,Rytidosperma nivicolum,[1.0]
Control,11,14,6,Stellaria media,[0.5]
Control,11,15,0,Aira spp.,[0.5]
Control,11,15,0,Anagallis arvensis,[1.0]
Control,11,15,0,Briza minor,[0.5]
Control,11,15,0,Centaurium erythraea,[0.5]
Control,11,15,0,Conyza sumatrensis,[0.5]
Control,11,15,0,Cotula australis,[0.5]
Control,11,15,0,Crassula sieberiana s.l.,[0.5]
Control,11,15,0,Dichondra repens,[1.0]
Control,11,15,0,Euchiton involucratus s.l.,[0.5]
Control,11,15,0,Galium australe,[0.5]
Control,11,15,0,Gnaphalium indutum,[0.5]
Control,11,15,0,Hypochoeris radicata,[0.5]
Control,11,15,0,Microlaena stipoides var. stipoides,[2.0]
Control,11,15,0,Oxalis hirta,[0.5]
Control,11,15,0,Rytidosperma nivicolum,[4.0]
Control,11,15,0,Sonchus oleraceus,[0.5]
Control,11,15,3,Aira spp.,[0.5]
Control,11,15,3,Anagallis arvensis,[0.5]
Control,11,15,3,Briza minor,[0.5]
Control,11,15,3,Centaurium erythraea,[0.5]
Control,11,15,3,Cerastium glomeratum s.l.,[0.5]
Control,11,15,3,Cotula australis,[0.5]
Control,11,15,3,Dichondra repens,[1.0]
Control,11,15,3,Hypochoeris radicata,[0.5]
Control,11,15,3,Microlaena stipoides var. stipoides,[0.5]
Control,11,15,3,Oxalis hirta,[0.5]
Control,11,15,3,Poranthera microphylla s.l.,[0.5]
Control,11,15,3,Rytidosperma nivicolum,[1.0]
Control,11,15,6,Anagallis arvensis,[0.5]
Control,11,15,6,Briza minor,[0.5]
Control,11,15,6,Carex breviculmis,[0.5]
Control,11,15,6,Crassula sieberiana s.l.,[0.5]
Control,11,15,6,Einadia nutans subsp. nutans,[0.5]
Control,11,15,6,Euchiton involucratus s.l.,[0.5]
Control,11,15,6,Geranium sp. 1,[0.5]
Control,11,15,6,Hydrocotyle foveolata,[0.5]
Control,11,15,6,Hydrocotyle laxiflora,[0.5]
Control,11,15,6,Hypericum gramineum,[0.5]
Control,11,15,6,Lagenophora gracilis,[0.5]
Control,11,15,6,Lomandra filiformis,[0.5]
Control,11,15,6,Lomandra longifolia,[5.0]
Control,11,15,6,Microlaena stipoides var. stipoides,[0.5]
Control,11,15,6,Oxalis corniculata s.s.,[0.5]
Control,11,15,6,Oxalis hirta,[0.5]
Control,11,15,6,Poa sp. aff. tenera (Hairy),[1.0]
Control,11,15,6,Rytidosperma nivicolum,[1.0]
Control,11,15,6,Senecio quadridentatus,[0.5]
Control,11,15,6,Stellaria media,[0.5]
Control,11,15,6,Vulpia bromoides,[0.5]
Control,11,16,0,Arthropodium minus,[0.5]
Control,11,16,0,Austrostipa rudis,[0.5]
Control,11,16,0,Cotula australis,[0.5]
Control,11,16,0,Crassula sieberiana s.l.,[0.5]
Control,11,16,0,Dichondra repens,[0.5]
Control,11,16,0,Einadia nutans subsp. nutans,[0.5]
Control,11,16,0,Hydrocotyle laxiflora,[0.5]
Control,11,16,0,Hypericum gramineum,[0.5]
Control,11,16,0,Hypochoeris radicata,[0.5]
Control,11,16,0,Lomandra longifolia,[5.0]
Control,11,16,0,Microlaena stipoides var. stipoides,[0.5]
Control,11,16,0,Oxalis hirta,[0.5]
Control,11,16,0,Poa sieberiana,[0.5]
Control,11,16,3,Aira spp.,[1.0]
Control,11,16,3,Arthropodium minus,[1.0]
Control,11,16,3,Briza minor,[0.5]
Control,11,16,3,Carex breviculmis,[0.5]
Control,11,16,3,Centaurium erythraea,[0.5]
Control,11,16,3,Cerastium glomeratum s.l.,[0.5]
Control,11,16,3,Cotula australis,[0.5]
Control,11,16,3,Crassula sieberiana s.l.,[0.5]
Control,11,16,3,Dichondra repens,[0.5]
Control,11,16,3,Einadia nutans subsp. nutans,[0.5]
Control,11,16,3,Hypericum gramineum,[0.5]
Control,11,16,3,Hypochoeris radicata,[1.0]
Control,11,16,3,Lomandra longifolia,[5.0]
Control,11,16,3,Microlaena stipoides var. stipoides,[0.5]
Control,11,16,3,Oxalis hirta,[0.5]
Control,11,16,3,Poa sieberiana,[0.5]
Control,11,16,3,Poranthera microphylla s.l.,[0.5]
Control,11,16,3,Rytidosperma nivicolum,[1.0]
Control,11,16,3,Senecio quadridentatus,[0.5]
Control,11,16,6,Aira spp.,[0.5]
Control,11,16,6,Arthropodium strictum s.l.,[2.0]
Control,11,16,6,Briza minor,[0.5]
Control,11,16,6,Cerastium glomeratum s.l.,[0.5]
Control,11,16,6,Cotula australis,[1.0]
Control,11,16,6,Crassula sieberiana s.l.,[0.5]
Control,11,16,6,Geranium sp. 1,[0.5]
Control,11,16,6,Hydrocotyle foveolata,[0.5]
Control,11,16,6,Hydrocotyle laxiflora,[0.5]
Control,11,16,6,Hypochoeris radicata,[0.5]
Control,11,16,6,Lomandra longifolia,[7.0]
Control,11,16,6,Microlaena stipoides var. stipoides,[0.5]
Control,11,16,6,Opercularia varia,[0.5]
Control,11,16,6,Oxalis perennans,[1.0]
Control,11,16,6,Poa sieberiana,[1.0]
Control,11,16,6,Senecio quadridentatus,[0.5]
Control,11,16,6,Stellaria flaccida,[0.5]
Control,11,17,0,Arthropodium minus,[0.5]
Control,11,17,0,Austrostipa rudis,[6.0]
Control,11,17,0,Carex breviculmis,[0.5]
Control,11,17,0,Cotula australis,[0.5]
Control,11,17,0,Desmodium gunnii,[0.5]
Control,11,17,0,Dichondra repens,[5.0]
Control,11,17,0,Einadia nutans subsp. nutans,[0.5]
Control,11,17,0,Euchiton involucratus s.l.,[0.5]
Control,11,17,0,Galium australe,[0.5]
Control,11,17,0,Hydrocotyle laxiflora,[0.5]
Control,11,17,0,Hypericum gramineum,[0.5]
Control,11,17,0,Hypochoeris radicata,[0.5]
Control,11,17,0,Lagenophora gracilis,[0.5]
Control,11,17,0,Microlaena stipoides var. stipoides,[1.0]
Control,11,17,0,Oxalis hirta,[0.5]
Control,11,17,0,Poranthera microphylla s.l.,[0.5]
Control,11,17,0,Rytidosperma nivicolum,[2.0]
Control,11,17,0,Solanum prinophyllum,[0.5]
Control,11,17,0,Sonchus oleraceus,[0.5]
Control,11,17,0,Wahlenbergia gracilis,[0.5]
Control,11,17,3,Arthropodium minus,[1.0]
Control,11,17,3,Austrostipa rudis,[1.0]
Control,11,17,3,Carex breviculmis,[0.5]
Control,11,17,3,Cerastium glomeratum s.l.,[0.5]
Control,11,17,3,Dactylis glomerata,[0.5]
Control,11,17,3,Dichondra repens,[5.0]
Control,11,17,3,Einadia nutans subsp. nutans,[0.5]
Control,11,17,3,Hypericum gramineum,[0.5]
Control,11,17,3,Hypochoeris radicata,[0.5]
Control,11,17,3,Lagenophora gracilis,[0.5]
Control,11,17,3,Microlaena stipoides var. stipoides,[0.5]
Control,11,17,3,Oxalis hirta,[0.5]
Control,11,17,3,Poranthera microphylla s.l.,[0.5]
Control,11,17,3,Rytidosperma nivicolum,"[0.5, 0.5]"
Control,11,17,3,Stellaria flaccida,[0.5]
Control,11,17,3,Wurmbea dioica,[0.5]
Control,11,17,6,Anagallis arvensis,[0.5]
Control,11,17,6,Arthropodium strictum s.l.,[0.5]
Control,11,17,6,Austrostipa rudis,[1.0]
Control,11,17,6,Briza minor,[0.5]
Control,11,17,6,Carex breviculmis,[0.5]
Control,11,17,6,Cotula australis,[0.5]
Control,11,17,6,Crassula sieberiana s.l.,[0.5]
Control,11,17,6,Einadia nutans subsp. nutans,[0.5]
Control,11,17,6,Euchiton involucratus s.l.,[0.5]
Control,11,17,6,Hydrocotyle foveolata,[0.5]
Control,11,17,6,Lagenophora gracilis,[0.5]
Control,11,17,6,Lomandra filiformis,[0.5]
Control,11,17,6,Microlaena stipoides var. stipoides,[1.0]
Control,11,17,6,Oxalis hirta,[0.5]
Control,11,17,6,Poa sieberiana,[0.5]
Control,11,17,6,Pterostylis nutans,[0.5]
Control,11,17,6,Rytidosperma nivicolum,[1.0]
Control,11,17,6,Vulpia bromoides,[0.5]
Control,11,17,6,Wurmbea dioica,[0.5]
Control,11,18,0,Anagallis arvensis,[0.5]
Control,11,18,0,Briza minor,[0.5]
Control,11,18,0,Carex breviculmis,[0.5]
Control,11,18,0,Centaurium erythraea,[0.5]
Control,11,18,0,Crassula sieberiana s.l.,[0.5]
Control,11,18,0,Desmodium gunnii,[0.5]
Control,11,18,0,Dichondra repens,[10.0]
Control,11,18,0,Einadia nutans subsp. nutans,[0.5]
Control,11,18,0,Gahnia radula,[0.5]
Control,11,18,0,Gnaphalium indutum,[0.5]
Control,11,18,0,Hydrocotyle laxiflora,[0.5]
Control,11,18,0,Hypochoeris radicata,[0.5]
Control,11,18,0,Lagenophora gracilis,[0.5]
Control,11,18,0,Microlaena stipoides var. stipoides,[3.0]
Control,11,18,0,Oxalis hirta,[0.5]
Control,11,18,0,Poranthera microphylla s.l.,[0.5]
Control,11,18,0,Rytidosperma nivicolum,[2.0]
Control,11,18,0,Wahlenbergia gracilis,[0.5]
Control,11,18,3,Aira spp.,[1.0]
Control,11,18,3,Anagallis arvensis,[0.5]
Control,11,18,3,Asperula conferta,[0.5]
Control,11,18,3,Briza minor,[1.0]
Control,11,18,3,Carex breviculmis,[0.5]
Control,11,18,3,Centaurium erythraea,[1.0]
Control,11,18,3,Cerastium glomeratum s.l.,[0.5]
Control,11,18,3,Crassula sieberiana s.l.,[0.5]
Control,11,18,3,Dichondra repens,[5.0]
Control,11,18,3,Einadia nutans subsp. nutans,[0.5]
Control,11,18,3,Hypochoeris radicata,[0.5]
Control,11,18,3,Lagenophora gracilis,[0.5]
Control,11,18,3,Lomandra filiformis,[1.0]
Control,11,18,3,Medicago lupulina,[0.5]
Control,11,18,3,Microlaena stipoides var. stipoides,[2.0]
Control,11,18,3,Poranthera microphylla s.l.,[0.5]
Control,11,18,3,Ranunculus pumilio,[0.5]
Control,11,18,3,Rytidosperma nivicolum,[0.5]
Control,11,18,3,Schoenus apogon,[0.5]
Control,11,18,3,Senecio quadridentatus,[0.5]
Control,11,18,3,Wahlenbergia gracilis,[0.5]
Control,11,18,6,Anagallis arvensis,[0.5]
Control,11,18,6,Arthropodium strictum s.l.,[0.5]
Control,11,18,6,Asperula conferta,[0.5]
Control,11,18,6,Briza minor,[0.5]
Control,11,18,6,Carex breviculmis,[0.5]
Control,11,18,6,Centaurium erythraea,[0.5]
Control,11,18,6,Corybas incurvus,[0.5]
Control,11,18,6,Crassula sieberiana s.l.,[0.5]
Control,11,18,6,Desmodium gunnii,[0.5]
Control,11,18,6,Einadia nutans subsp. nutans,[1.0]
Control,11,18,6,Glycine clandestina,[0.5]
Control,11,18,6,Hydrocotyle laxiflora,[0.5]
Control,11,18,6,Hypericum gramineum,[0.5]
Control,11,18,6,Lagenophora gracilis,[1.0]
Control,11,18,6,Lomandra filiformis,[0.5]
Control,11,18,6,Microlaena stipoides var. stipoides,[1.0]
Control,11,18,6,Oxalis hirta,[0.5]
Control,11,18,6,Rytidosperma nivicolum,[0.5]
Control,11,18,6,Senecio quadridentatus,[0.5]
Control,11,19,0,Anagallis arvensis,[0.5]
Control,11,19,0,Austrostipa rudis,[0.5]
Control,11,19,0,Briza minor,[0.5]
Control,11,19,0,Centaurium erythraea,[0.5]
Control,11,19,0,Conyza sumatrensis,[0.5]
Control,11,19,0,Cotula australis,[0.5]
Control,11,19,0,Crassula sieberiana s.l.,[0.5]
Control,11,19,0,Dichondra repens,[1.0]
Control,11,19,0,Euchiton involucratus s.l.,[0.5]
Control,11,19,0,Galium australe,[0.5]
